-1.7224,-0.47413,-1
-0.58501,-0.99149,-1
0.15012,-0.26945,-1
2.2876,0.15707,1
-1.1292,-0.89269,-1
0.17408,0.048249,1
1.8041,-0.78363,1
-0.35493,-1.8735,-1
2.0226,-3.2584,-1
1.4576,-0.577,1
1.0244,-0.67216,-1
-2.1805,-1.1094,-1
0.31601,-1.7538,-1
0.68068,1.5124,1
0.014706,-3.4059,-1
-0.053464,1.4597,1
-1.5347,-0.29539,-1
-0.506,-0.78823,-1
0.90873,-1.5979,-1
2.1396,0.68252,1
-0.66439,-1.7535,-1
1.0164,1.8771,1
-1.6132,-0.42436,-1
0.36611,0.84142,1
0.94224,2.6293,1
-1.7585,0.42633,-1
1.3965,1.0811,1
0.9722,-0.59111,1
-1.2178,-1.5751,-1
1.683,1.1356,1
-0.035497,2.1201,1
0.40585,1.7252,1
0.80774,-2.6356,-1
1.0249,1.2239,1
-0.7358,0.15618,-1
-1.517,0.6808,-1
0.55033,-0.26905,1
1.075,1.7804,1
-2.5379,-1.1394,-1
-1.3277,0.19277,-1
-1.2017,-0.90034,-1
0.11051,-0.99341,-1
1.0287,0.62828,1
-1.3901,1.973,-1
0.37599,1.0777,1
-0.0094411,0.9318,1
0.86347,1.3259,1
1.4474,1.1197,1
-0.86326,-0.3423,-1
-0.70911,0.60746,1
-1.0497,-0.65928,-1
-1.4389,-0.30973,-1
0.12347,0.78898,1
1.1144,0.12502,1
-0.93066,0.87581,-1
0.54341,1.4623,1
1.754,-0.22174,1
1.3511,-1.6944,-1
-1.2664,1.1338,-1
-0.92155,-1.6398,-1
0.32542,-1.9882,-1
-1.0557,-0.69456,-1
3.2544,-3.611,-1
2.0608,1.0735,1
-0.11818,2.0791,1
-0.45752,0.99104,1
-0.45493,-0.48586,-1
-0.121,-0.35531,-1
2.3345,-0.88434,1
0.72421,-0.5948,1
2.6016,0.86963,1
-0.85852,1.8287,1
-0.36801,-1.4008,-1
-0.37292,-0.66145,-1
-1.2555,0.1808,-1
1.159,1.0833,1
0.132,-0.0039941,-1
-0.29572,0.7241,-1
0.66228,-1.2098,-1
0.21456,0.032598,1
-1.1119,0.085078,-1
-1.4868,0.84081,-1
-1.8802,-0.40536,-1
-1.1612,-0.10007,-1
1.6305,-0.11163,1
1.47,1.7517,1
-0.39418,0.40896,-1
-0.15872,-0.18995,-1
-0.20617,-2.2616,-1
1.3965,1.0874,1
2.0613,0.36458,1
-0.97085,0.30965,-1
0.91885,2.5047,1
-0.45026,-0.1779,-1
-0.28331,-0.018504,-1
-0.67039,-1.543,-1
-1.0659,-2.1688,-1
0.37517,0.76125,1
0.55502,1.2779,1
0.85854,-0.19837,1
-1.7573,-1.4215,-1
-1.2088,-0.048121,-1
-1.9711,-0.26962,-1
-0.29468,-0.57735,-1
1.0796,1.1103,1
1.5256,-0.082495,1
-0.95561,-1.5935,-1
2.1982,0.75098,1
0.094339,-0.73731,-1
2.0033,1.0219,1
-0.70703,-0.053994,-1
0.20973,-1.0976,-1
-0.79402,0.82978,-1
1.7634,0.32585,1
0.073948,0.50311,1
1.7221,0.13753,1
-1.0743,-1.1701,-1
-1.8792,0.31924,-1
1.2421,0.89829,1
2.2846,1.7639,1
-0.016313,-0.28565,-1
-0.68709,-0.69934,-1
-0.92133,-0.90143,-1
-0.41177,0.64065,-1
1.8705,-0.050356,1
2.1696,0.92238,1
-0.10921,1.2919,1
-0.69939,-1.6469,-1
2.0257,0.92041,1
1.3413,-0.10365,1
0.44787,-1.705,-1
-0.87408,-0.97179,-1
1.1852,0.092332,1
-0.69749,-1.3314,-1
-2.2565,-0.62041,-1
0.25609,1.4079,1
1.6461,0.98655,1
0.78098,-0.68635,-1
-0.0095618,0.016656,-1
0.15498,1.8745,1
-0.67319,-2.1716,-1
-1.5925,-1.9444,-1
1.9957,1.4096,1
1.754,0.63636,1
-1.5889,0.38113,-1
-1.5148,-0.16936,-1
-0.49044,0.43522,-1
1.9814,-0.29755,1
0.88412,0.65557,1
-0.76589,1.7615,1
-0.89491,0.49127,-1
-0.068919,2.2047,1
-0.9292,0.80513,-1
2.1282,0.38871,1
-1.2378,-1.3739,-1
2.0071,-1.2867,1
0.48795,0.51169,1
-0.55692,-1.5526,-1
0.46901,-0.31106,1
1.9662,0.75672,1
-1.2493,1.5389,1
-1.1094,-1.1898,-1
-0.60424,-1.2649,-1
1.0232,2.0954,1
1.3132,2.4348,1
0.26718,1.7945,1
0.1622,3.0271,1
-1.3859,-0.85497,-1
1.6402,1.1262,1
0.038404,-1.2036,-1
-0.66914,-0.33009,-1
1.1374,1.788,1
0.70172,1.7628,1
-0.29515,1.9091,1
-1.4919,-0.94723,-1
-1.9573,-0.24384,-1
-0.017623,1.9353,1
-0.30878,-0.20511,-1
0.39885,-0.37419,-1
2.3309,1.5882,1
1.3833,1.8329,1
-0.38629,2.1538,1
0.29197,1.8281,1
1.076,1.6572,1
1.3216,1.4249,1
1.8949,0.33838,1
1.8029,0.49545,1
0.012136,-0.37613,1
-0.178,1.2914,-1
-0.14496,-0.33969,-1
2.0913,-0.21616,1
-0.65585,1.5474,1
0.15272,1.6839,1
0.90498,1.0829,1
1.5126,0.9366,1
0.77736,0.50268,1
1.6757,1.8601,1
0.85517,-1.7363,-1
-0.25463,-0.32694,-1
-1.3344,-0.34387,-1
